,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF
1225,2686,60,RL,75.0,12447,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,2005,2006,Gable,CompShg,CemntBd,CemntBd,Stone,192.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,1100.0,1100.0,GasA,Ex,Y,SBrkr,1116,848,1964,1964.0,0.0,2.5,2.5,3,1,Gd,7.0,8,Typ,1,Gd,BuiltIn,2005.0,Fin,2.0,TA,TA,Y,200,70,70,0,No Pool,No Fence,None,0,1,2006,New,Partial,1,0,4016.0,3064.0
1226,2687,20,RL,49.0,15218,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,GLQ,1562.0,Unf,108.0,1670.0,GasA,Ex,Y,SBrkr,1670,0,1670,3232.0,1.0,2.5,3.5,2,1,Gd,7.0,6,Typ,1,Gd,Attchd,2006.0,RFn,3.0,TA,TA,Y,0,240,440,0,No Pool,No Fence,None,0,9,2006,New,Partial,0,0,4268.0,3340.0
1227,2688,20,RL,85.0,10936,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1504.0,1504.0,GasA,Ex,Y,SBrkr,1504,0,1504,1504.0,0.0,2.0,2.0,3,1,Gd,6.0,7,Typ,0,No Fireplace,Attchd,2006.0,Fin,2.0,TA,TA,Y,144,0,0,0,No Pool,No Fence,None,0,9,2006,New,Partial,0,0,3578.0,3008.0
1228,2689,20,FV,72.0,8640,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,1254.0,1278.0,GasA,Ex,Y,SBrkr,1278,0,1278,1302.0,0.0,2.0,2.0,2,1,Gd,5.0,5,Typ,0,No Fireplace,Attchd,2006.0,RFn,2.0,TA,TA,Y,0,60,60,0,No Pool,No Fence,None,0,10,2006,New,Partial,0,0,3140.0,2556.0
1229,2690,60,FV,100.0,13162,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,2Story,9,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1836.0,Unf,200.0,2036.0,GasA,Ex,Y,SBrkr,2036,604,2640,4476.0,1.0,3.5,4.5,3,1,Ex,9.0,11,Typ,1,Gd,Attchd,2006.0,RFn,3.0,TA,TA,Y,0,265,265,0,No Pool,No Fence,None,0,11,2006,New,Partial,0,0,5468.0,4676.0
1230,2691,60,FV,65.0,8125,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,858.0,858.0,GasA,Ex,Y,SBrkr,858,858,1716,1716.0,0.0,2.5,2.5,3,1,Gd,7.0,7,Typ,0,No Fireplace,Attchd,2005.0,RFn,2.0,TA,TA,Y,0,53,53,0,No Pool,No Fence,None,0,2,2006,WD,Normal,1,1,3189.0,2574.0
1231,2692,20,RL,74.0,7733,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,GLQ,24.0,Unf,1118.0,1142.0,GasA,Ex,Y,SBrkr,1142,0,1142,1166.0,0.0,1.5,1.5,3,1,Gd,6.0,5,Typ,0,No Fireplace,No Garage,1950.0,No Garage,0.0,No Garage,No Garage,Y,4,50,50,0,No Pool,No Fence,None,0,1,2006,WD,Normal,1,1,2284.0,2284.0
1232,2693,20,RL,91.0,11024,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1400.0,1400.0,GasA,Ex,Y,SBrkr,1400,0,1400,1400.0,0.0,2.0,2.0,3,1,Gd,6.0,6,Typ,0,No Fireplace,Attchd,2005.0,RFn,2.0,TA,TA,Y,144,55,55,0,No Pool,No Fence,None,0,10,2006,New,Partial,1,0,3530.0,2800.0
1233,2694,20,RL,63.0,13072,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1131.0,1131.0,GasA,Ex,Y,SBrkr,1131,0,1131,1131.0,0.0,1.5,1.5,3,1,Gd,6.0,6,Typ,0,No Fireplace,No Garage,1950.0,No Garage,0.0,No Garage,No Garage,Y,0,39,39,0,No Pool,No Fence,None,0,3,2006,New,Partial,1,0,2262.0,2262.0
1234,2695,60,RL,65.0,7800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,891.0,891.0,GasA,Ex,Y,SBrkr,891,795,1686,1686.0,0.0,2.5,2.5,3,1,Gd,7.0,8,Typ,0,No Fireplace,Attchd,2005.0,Fin,2.0,TA,TA,Y,144,101,101,0,No Pool,No Fence,None,0,4,2006,WD,Normal,1,1,3211.0,2577.0
1235,2696,60,RL,74.0,7632,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,784.0,784.0,GasA,Ex,Y,SBrkr,831,754,1585,1585.0,0.0,2.5,2.5,3,1,Gd,7.0,7,Typ,0,No Fireplace,Attchd,2005.0,RFn,2.0,TA,TA,Y,100,77,77,0,No Pool,No Fence,None,0,3,2006,WD,Normal,1,1,2914.0,2369.0
1236,2697,60,RL,70.0,8304,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,941.0,941.0,GasA,Ex,Y,SBrkr,941,896,1837,1837.0,0.0,2.5,2.5,3,1,TA,7.0,7,Typ,0,No Fireplace,Attchd,1997.0,RFn,2.0,TA,TA,Y,150,165,165,0,No Pool,GdPrv,None,0,7,2006,WD,Normal,9,8,3466.0,2778.0
1237,2698,60,RL,70.0,9370,Pave,No Alley Access,IR2,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,758.0,Unf,78.0,836.0,GasA,Ex,Y,SBrkr,844,887,1731,2489.0,1.0,2.5,3.5,3,1,Gd,8.0,7,Typ,0,No Fireplace,Attchd,1992.0,RFn,2.0,TA,TA,Y,307,85,309,0,No Pool,No Fence,Othr,3000,10,2006,WD,Family,14,13,3029.0,2567.0
1238,2699,120,RL,50.0,7175,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,494.0,1398.0,GasA,Gd,Y,SBrkr,1398,0,1398,2302.0,1.0,2.0,3.0,2,1,Gd,6.0,5,Typ,0,No Fireplace,Attchd,1990.0,RFn,2.0,TA,TA,Y,0,46,46,0,No Pool,MnPrv,None,0,7,2006,WD,Normal,16,15,3338.0,2796.0
1239,2700,120,RL,50.0,7175,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,1991,1991,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,278.0,Unf,939.0,1217.0,GasA,Gd,Y,SBrkr,1217,0,1217,1495.0,0.0,2.0,2.0,2,1,Gd,5.0,5,Typ,0,No Fireplace,Attchd,1991.0,RFn,2.0,TA,TA,Y,0,64,64,0,No Pool,No Fence,None,0,6,2006,WD,Normal,15,15,2918.0,2434.0
1240,2701,60,RL,0.0,9019,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,274.0,Unf,362.0,636.0,GasA,Ex,Y,SBrkr,636,684,1320,1594.0,0.0,2.5,2.5,3,1,Gd,7.0,6,Typ,0,No Fireplace,Attchd,1994.0,Fin,2.0,TA,TA,Y,0,40,40,0,No Pool,No Fence,None,0,7,2006,WD,Normal,12,12,2428.0,1956.0
1241,2702,20,RL,70.0,9100,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,LwQ,36.0,Unf,952.0,988.0,GasA,Ex,Y,SBrkr,988,0,988,1024.0,1.0,1.0,2.0,3,1,TA,6.0,6,Typ,0,No Fireplace,Detchd,1977.0,Unf,2.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2006,WD,Normal,44,44,2651.0,1976.0
1242,2703,90,RM,68.0,8927,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplx,1.5Fin,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0.0,GasA,TA,Y,SBrkr,1286,368,1654,1654.0,0.0,2.0,2.0,4,2,TA,8.0,10,Typ,0,No Fireplace,Attchd,1977.0,RFn,2.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,8,2006,WD,Normal,29,29,2182.0,1654.0
1243,2704,20,RL,0.0,9240,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,612.0,Unf,252.0,864.0,GasA,Gd,Y,SBrkr,1211,0,1211,1823.0,0.0,1.0,1.0,2,1,TA,4.0,6,Min1,1,TA,Detchd,1972.0,Unf,2.0,TA,TA,Y,161,0,0,0,No Pool,MnPrv,None,0,3,2006,WD,Normal,44,4,2651.0,2075.0
1244,2705,20,RL,0.0,9308,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,554.0,Unf,430.0,984.0,GasA,TA,Y,SBrkr,984,0,984,1538.0,0.0,1.0,1.0,3,1,TA,5.0,5,Typ,0,No Fireplace,Attchd,1965.0,Unf,1.0,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,7,2006,WD,Normal,41,41,2278.0,1968.0
1245,2706,20,RL,65.0,8450,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,162.0,Rec,450.0,882.0,GasA,TA,Y,SBrkr,909,0,909,1341.0,0.0,1.0,1.0,3,1,TA,5.0,5,Typ,0,No Fireplace,Attchd,1968.0,Unf,1.0,TA,TA,Y,0,155,155,0,No Pool,MnPrv,None,0,11,2006,COD,Normal,38,38,2175.0,1791.0
1246,2707,20,RL,0.0,8638,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,181.0,Unf,744.0,925.0,GasA,Gd,Y,SBrkr,925,0,925,1106.0,1.0,1.0,2.0,2,1,TA,5.0,5,Typ,0,No Fireplace,Detchd,1990.0,Unf,2.0,TA,TA,Y,203,74,74,0,No Pool,No Fence,None,0,10,2006,WD,Normal,43,43,2334.0,1850.0
1247,2708,20,RL,0.0,13052,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,712.0,Unf,312.0,1024.0,GasA,TA,Y,SBrkr,1024,0,1024,1736.0,0.0,1.5,1.5,3,1,TA,6.0,5,Typ,0,No Fireplace,Attchd,1965.0,Unf,1.0,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,1,2006,WD,Normal,41,41,2356.0,2048.0
1248,2709,20,RL,0.0,8020,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,644.0,Unf,268.0,912.0,GasA,TA,N,SBrkr,912,0,912,1556.0,0.0,1.0,1.0,3,1,TA,5.0,6,Typ,0,No Fireplace,No Garage,1950.0,No Garage,0.0,No Garage,No Garage,Y,0,0,0,0,No Pool,GdWo,None,0,4,2006,WD,Normal,42,42,1824.0,1824.0
1249,2710,20,RL,0.0,8789,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,659.0,Unf,253.0,912.0,GasA,TA,Y,SBrkr,941,0,941,1600.0,0.0,1.0,1.0,3,1,TA,5.0,6,Typ,1,Po,Attchd,1967.0,Unf,1.0,TA,TA,Y,64,0,0,0,No Pool,No Fence,None,0,6,2006,WD,Normal,39,39,2141.0,1853.0
1250,2711,80,RL,100.0,14330,Pave,No Alley Access,IR1,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145.0,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,1023.0,BLQ,228.0,1748.0,GasA,Gd,Y,SBrkr,2151,495,2646,4166.0,1.0,2.0,4.0,3,1,Gd,9.0,9,Mod,4,TA,Attchd,1974.0,RFn,2.0,TA,TA,Y,641,100,100,800,Gd,GdPrv,None,0,1,2006,WD,Normal,32,32,5089.0,4394.0
1251,2712,60,RL,105.0,11025,Pave,No Alley Access,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1118.0,Unf,216.0,1334.0,GasA,Ex,Y,SBrkr,1520,1306,2826,3944.0,1.0,2.5,3.5,3,1,Gd,8.0,9,Typ,3,TA,Attchd,1992.0,RFn,3.0,TA,TA,Y,177,208,394,0,No Pool,No Fence,None,0,10,2006,WD,Normal,14,13,5740.0,4160.0
1252,2713,120,FV,34.0,3628,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,0,1143,1143.0,0.0,1.5,1.5,1,1,Gd,4.0,5,Typ,1,Gd,Attchd,2004.0,RFn,2.0,TA,TA,Y,0,191,191,0,No Pool,No Fence,None,0,5,2006,WD,Normal,2,2,2874.0,2286.0
1253,2714,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsI,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,600.0,600.0,GasA,Ex,Y,SBrkr,520,623,1063,1223.0,0.0,2.5,2.5,2,1,Gd,6.0,4,Typ,0,No Fireplace,Detchd,2005.0,RFn,2.0,TA,TA,Y,0,166,166,0,No Pool,No Fence,None,0,7,2006,WD,Normal,1,1,2303.0,1823.0
1254,2715,160,FV,0.0,2998,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,353.0,Unf,403.0,756.0,GasA,Ex,Y,SBrkr,768,756,1524,1877.0,0.0,2.5,2.5,2,1,Gd,6.0,4,Typ,0,No Fireplace,Detchd,2000.0,Unf,2.0,TA,TA,Y,0,32,32,0,No Pool,No Fence,None,0,6,2006,WD,Normal,6,6,3233.0,2280.0
1255,2716,160,FV,0.0,4447,Pave,No Alley Access,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,530.0,530.0,GasA,Ex,Y,SBrkr,530,550,1080,1080.0,0.0,2.5,2.5,2,1,Gd,6.0,4,Typ,0,No Fireplace,Attchd,2003.0,RFn,2.0,TA,TA,Y,0,50,50,0,No Pool,No Fence,None,0,7,2006,WD,Normal,3,3,2106.0,1610.0
1256,2717,60,FV,114.0,8314,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,569.0,569.0,GasA,Ex,Y,SBrkr,854,840,1694,1694.0,0.0,2.5,2.5,3,1,Gd,7.0,6,Typ,1,TA,BuiltIn,1997.0,Unf,1.0,TA,TA,Y,0,382,492,0,No Pool,GdPrv,None,0,11,2006,WD,Normal,9,8,2697.0,2263.0
1257,2718,20,FV,60.0,7180,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2001,2002,Gable,CompShg,CemntBd,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1568.0,1568.0,GasA,Ex,Y,SBrkr,1568,0,1568,1568.0,0.0,2.0,2.0,3,1,Gd,6.0,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,TA,TA,Y,0,266,266,0,No Pool,No Fence,None,0,9,2006,WD,Normal,5,4,3700.0,3136.0
1258,2719,190,RL,79.0,13110,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2FmCon,1Story,5,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,Unf,191.0,1153.0,GasA,Ex,Y,SBrkr,1193,0,1193,2155.0,1.0,2.0,3.0,2,1,TA,6.0,6,Typ,0,No Fireplace,Attchd,1972.0,Fin,2.0,TA,TA,Y,140,153,153,0,No Pool,MnPrv,None,0,7,2006,WD,Normal,34,34,2991.0,2346.0
1259,2720,20,RL,78.0,10140,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,TA,TA,CBlock,TA,TA,No,BLQ,553.0,LwQ,713.0,1334.0,GasA,Gd,Y,SBrkr,1334,0,1334,1955.0,1.0,2.0,3.0,3,1,TA,7.0,7,Typ,0,No Fireplace,Attchd,1967.0,RFn,2.0,TA,TA,Y,0,20,319,0,No Pool,No Fence,None,0,4,2006,WD,Normal,39,39,3409.0,2668.0
1260,2721,20,RL,80.0,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,758.0,Unf,293.0,1051.0,GasA,Gd,Y,SBrkr,1051,0,1051,1809.0,1.0,1.0,2.0,3,1,TA,6.0,6,Typ,0,No Fireplace,Attchd,1968.0,RFn,2.0,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2006,WD,Normal,38,38,2606.0,2102.0
1261,2722,60,RL,72.0,8640,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Feedr,Norm,1Fam,2Story,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,300.0,TA,TA,CBlock,Gd,Fa,Mn,ALQ,361.0,Rec,56.0,900.0,GasA,Ex,Y,SBrkr,884,886,1770,2614.0,1.0,1.5,2.5,4,1,TA,8.0,7,Typ,0,No Fireplace,Attchd,1968.0,RFn,2.0,TA,TA,Y,0,60,330,0,No Pool,No Fence,Shed,455,6,2006,WD,Normal,38,38,3500.0,2670.0
1262,2723,20,RL,78.0,9360,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Feedr,Norm,1Fam,1Story,6,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,216.0,976.0,GasA,TA,Y,SBrkr,976,0,976,1736.0,1.0,1.0,2.0,2,1,Gd,5.0,4,Typ,1,Fa,Attchd,1968.0,RFn,2.0,TA,TA,Y,94,0,0,0,No Pool,No Fence,None,0,8,2006,WD,Abnorml,38,2,2659.0,1952.0
1263,2724,85,RL,70.0,8400,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Feedr,Norm,1Fam,SFoyer,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744.0,Unf,89.0,833.0,GasA,Gd,Y,SBrkr,898,0,898,1642.0,1.0,1.0,2.0,3,1,TA,6.0,6,Typ,0,No Fireplace,Attchd,1968.0,RFn,1.0,TA,TA,Y,143,0,0,0,No Pool,No Fence,None,0,8,2006,WD,Normal,38,38,2057.0,1731.0
1264,2725,20,RL,0.0,9759,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,799.0,Unf,252.0,1051.0,GasA,TA,Y,SBrkr,1051,0,1051,1850.0,1.0,1.0,2.0,3,1,TA,6.0,6,Typ,0,No Fireplace,Attchd,1966.0,RFn,1.0,TA,TA,Y,182,88,88,0,No Pool,No Fence,None,0,3,2006,WD,Normal,40,40,2366.0,2102.0
1265,2726,80,RL,80.0,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,SLvl,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,TA,TA,PConc,TA,TA,Av,ALQ,602.0,Rec,137.0,1141.0,GasA,Gd,Y,SBrkr,1141,0,1141,2145.0,1.0,1.0,2.0,3,1,TA,6.0,6,Typ,0,No Fireplace,Attchd,1967.0,Unf,1.0,TA,TA,Y,0,78,78,0,No Pool,No Fence,None,0,7,2006,WD,Normal,39,39,2990.0,2282.0
1266,2727,190,RL,80.0,8800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,RRAn,Norm,2FmCon,1Story,6,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,901.0,BLQ,34.0,1187.0,GasA,Ex,Y,SBrkr,1565,0,1565,2718.0,1.0,2.0,3.0,3,1,Gd,7.0,7,Min1,2,TA,Attchd,1965.0,RFn,1.0,TA,TA,Y,200,25,236,0,No Pool,MnPrv,Shed,460,6,2006,WD,Abnorml,41,6,3051.0,2752.0
1267,2728,20,RL,0.0,10368,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Names,Norm,Norm,1Fam,1Story,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,LwQ,0.0,1008.0,GasA,Ex,Y,SBrkr,1488,0,1488,2496.0,1.0,1.5,2.5,3,1,TA,7.0,7,Typ,1,Gd,Attchd,1964.0,Fin,2.0,TA,TA,Y,154,60,60,0,No Pool,No Fence,None,0,4,2006,WD,Normal,42,42,3038.0,2496.0
1268,2729,60,RL,85.0,9350,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,2Story,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,360.0,Unf,360.0,720.0,GasA,Gd,Y,SBrkr,720,720,1440,1800.0,0.0,1.5,1.5,4,1,TA,7.0,7,Typ,1,Po,Attchd,1964.0,Fin,2.0,TA,TA,Y,0,32,272,0,No Pool,No Fence,None,0,7,2006,WD,Normal,42,42,2640.0,2160.0
1269,2730,20,RL,80.0,10800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,ALQ,632.0,Unf,616.0,1248.0,GasA,Ex,Y,SBrkr,1248,0,1248,1880.0,1.0,1.0,2.0,3,1,TA,6.0,6,Typ,0,No Fireplace,Attchd,1960.0,Unf,1.0,TA,TA,Y,0,0,0,0,No Pool,MnPrv,None,0,5,2006,WD,Normal,46,46,2870.0,2496.0
