Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF
2750,20,RL,80,13600,Pave,No Alley Access,Reg,Bnk,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,144,BLQ,0,1056,GasA,Gd,Y,SBrkr,1056,0,1056,2112,1,1.5,2.5,3,1,TA,7,6,Typ,0,No Fireplace,Attchd,1955,Fin,1,TA,TA,Y,0,0,0,0,No Pool,MnPrv,Shed,650,11,2006,WD,Normal,51,51,2412,2112
2751,20,RL,85,15428,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,741,Unf,143,884,GasA,Ex,Y,SBrkr,884,0,884,1625,1,1,2,2,1,TA,5,4,Typ,0,No Fireplace,Attchd,1951,Fin,1,TA,TA,Y,0,0,195,0,No Pool,No Fence,None,0,6,2006,WD,Normal,55,15,2038,1768
2752,30,RL,118,21299,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,7,1941,1963,Hip,WdShake,BrkFace,BrkFace,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,929,929,GasA,Ex,Y,SBrkr,2039,0,2039,2039,1,1.5,2.5,3,1,TA,7,7,Min1,3,Gd,2Types,1941,Unf,3,TA,TA,Y,0,0,90,0,No Pool,No Fence,None,0,12,2006,COD,Abnorml,65,43,3759,2968
2753,20,RL,70,13300,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,494,Unf,521,1015,GasA,Gd,Y,SBrkr,1384,0,1384,1878,1,1,2,2,1,TA,5,6,Min1,0,No Fireplace,Attchd,2001,Unf,2,TA,TA,Y,75,0,323,0,No Pool,No Fence,Shed,400,6,2006,WD,Normal,50,5,3295,2399
2754,190,RL,94,22136,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2FmCon,1.5Fin,5,1925,1975,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,CBlock,TA,TA,Mn,GLQ,1018,Unf,1153,2171,GasA,TA,Y,SBrkr,1392,1248,2640,3658,2,2.5,4.5,5,1,TA,11,10,Maj1,1,Gd,Attchd,1977,RFn,3,TA,TA,N,631,48,196,0,No Pool,No Fence,None,0,7,2006,WD,Normal,81,31,5819,4811
2755,50,RL,50,7500,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,784,784,GasA,Ex,Y,FuseA,900,412,1312,1312,0,1.5,1.5,3,1,TA,6,6,Typ,0,No Fireplace,Detchd,1953,Unf,2,TA,TA,Y,0,28,28,0,No Pool,No Fence,None,0,10,2006,WD,Normal,59,56,2745,2096
2756,30,RL,60,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1930,2001,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,713,713,GasA,Ex,Y,SBrkr,713,0,713,713,0,1,1,2,1,Gd,4,5,Typ,0,No Fireplace,Detchd,1936,Unf,1,Fa,Fa,N,0,75,236,0,No Pool,No Fence,None,0,10,2006,WD,Normal,76,5,1797,1426
2757,30,RL,60,10914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Norm,1Fam,1Story,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,CBlock,TA,TA,Mn,Unf,0,Unf,715,715,GasA,Fa,N,FuseP,715,0,715,715,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Detchd,1967,Unf,2,Fa,TA,N,0,0,187,0,No Pool,No Fence,None,0,8,2006,WD,Normal,77,56,2090,1430
2758,50,RL,60,7008,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,448,448,GasA,Ex,Y,SBrkr,448,272,720,720,0,1,1,1,1,Fa,3,5,Typ,0,No Fireplace,Attchd,1900,Unf,1,Fa,TA,Y,0,0,70,0,No Pool,No Fence,None,0,3,2006,WD,Normal,106,8,1448,1168
2759,70,RL,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Ex,CBlock,TA,TA,No,Rec,338,Unf,325,663,GasA,Ex,Y,SBrkr,774,821,1595,1933,0,2,2,3,1,TA,6,7,Typ,1,Gd,Detchd,1974,Unf,2,TA,TA,Y,49,0,231,0,No Pool,No Fence,None,0,4,2006,WD,Normal,91,56,2786,2258
2760,50,RL,60,10818,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,1077,1077,GasA,TA,Y,FuseA,981,779,1760,1760,0,1.5,1.5,4,1,TA,7,7,Typ,1,TA,Detchd,1935,Unf,2,Fa,TA,Y,120,0,96,0,No Pool,No Fence,None,0,2,2006,COD,Abnorml,96,56,3485,2837
2761,80,RL,83,10184,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,SLvl,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379,TA,TA,CBlock,TA,TA,Av,ALQ,580,Unf,503,1083,GasA,TA,Y,SBrkr,1146,0,1146,1726,0,1,1.5,3,1,TA,6,6,Typ,1,Gd,Attchd,1963,Unf,1,TA,TA,Y,345,75,75,0,No Pool,No Fence,None,0,6,2006,WD,Normal,43,43,2902,2229
2762,20,RL,77,9510,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,1962,1985,Gable,CompShg,HdBoard,HdBoard,BrkCmn,161,TA,TA,CBlock,TA,TA,No,ALQ,701,Unf,434,1135,GasA,Ex,Y,SBrkr,1207,0,1207,1908,0,1.5,1.5,3,1,TA,6,6,Typ,0,No Fireplace,Attchd,1962,RFn,1,TA,TA,Y,0,240,240,0,No Pool,No Fence,None,0,5,2006,WD,Normal,44,21,2767,2342
2763,20,RL,80,10800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,PosA,Norm,1Fam,1Story,6,1961,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104,TA,TA,CBlock,TA,TA,No,Rec,913,Unf,400,1313,GasA,TA,Y,SBrkr,1773,0,1773,2686,1,2,3,3,1,TA,7,6,Min2,2,TA,Attchd,1961,RFn,2,TA,TA,Y,355,98,242,0,No Pool,No Fence,None,0,8,2006,WD,Normal,45,14,3608,3086
2764,20,RL,86,11650,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Names,PosA,Norm,1Fam,1Story,7,1959,1959,Hip,CompShg,Plywood,Plywood,BrkCmn,58,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,Gd,Y,FuseA,1472,0,1472,1472,0,2,2,2,1,Gd,5,5,Typ,1,Gd,Attchd,1959,Unf,2,TA,TA,Y,0,68,295,0,No Pool,No Fence,None,0,6,2006,WD,Normal,47,47,2014,1472
2765,60,RL,0,18275,Pave,No Alley Access,IR1,HLS,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,2Story,7,1962,1998,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Gd,ALQ,636,Unf,802,1438,GasA,TA,Y,SBrkr,1900,548,2448,3084,1,3,4,3,1,TA,8,9,Typ,2,Gd,Attchd,1962,RFn,2,TA,TA,Y,520,102,102,0,No Pool,No Fence,None,0,9,2006,WD,Normal,44,8,4327,3886
2766,50,RL,60,12144,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,4,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,455,Unf,455,910,GasA,Gd,Y,SBrkr,910,611,1521,1976,0,1.5,1.5,3,1,Gd,6,6,Min2,0,No Fireplace,Detchd,1950,Unf,1,Fa,TA,Y,199,0,168,0,No Pool,No Fence,None,0,9,2006,WD,Normal,56,56,3028,2431
2767,90,RL,60,8544,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,Duplx,1Story,3,1950,1950,Gable,CompShg,BrkFace,Stone,None,0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,Wall,Fa,N,FuseF,1040,0,1040,1040,0,2,2,2,2,TA,6,6,Typ,0,No Fireplace,Detchd,1950,Unf,2,TA,Fa,Y,0,0,0,0,No Pool,No Fence,None,0,12,2006,WD,Normal,56,56,1440,1040
2768,90,RL,75,8512,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,Duplx,1Story,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,Fa,No,Unf,0,Unf,1556,1556,GasA,TA,Y,SBrkr,1556,0,1556,1556,0,2,2,4,2,TA,8,8,Typ,0,No Fireplace,No Garage,1950,No Garage,0,No Garage,No Garage,Y,0,0,0,0,No Pool,No Fence,None,0,9,2006,WD,Normal,46,46,3112,3112
2769,20,RL,70,7000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,GLQ,781,Unf,369,1150,GasA,TA,Y,SBrkr,1150,0,1150,1931,0,1,1,3,1,TA,5,6,Typ,0,No Fireplace,Attchd,1961,RFn,1,TA,TA,Y,0,0,162,0,No Pool,No Fence,None,0,7,2006,WD,Normal,45,45,2588,2300
2770,20,RL,74,7400,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Norm,1Fam,1Story,7,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,809,Unf,236,1045,GasA,Gd,Y,SBrkr,1045,0,1045,1854,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Detchd,1962,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,3,2006,WD,Normal,44,44,2618,2090
2771,20,RL,70,7000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,468,Unf,396,864,GasA,Gd,Y,SBrkr,864,0,864,1332,0,1,1.5,3,1,TA,6,5,Typ,0,No Fireplace,Attchd,1962,Unf,1,TA,TA,Y,0,0,0,0,No Pool,GdWo,None,0,2,2006,WD,Normal,44,44,2064,1728
2772,190,RL,70,7000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Norm,2FmCon,SFoyer,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,953,Unf,72,1025,GasA,TA,Y,SBrkr,1025,0,1025,1978,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,No Garage,1950,No Garage,0,No Garage,No Garage,Y,96,80,80,0,No Pool,No Fence,None,0,3,2006,WD,Normal,44,44,2050,2050
2773,70,RM,62,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1900,2005,Hip,CompShg,CemntBd,CemntBd,None,0,Gd,Gd,PConc,Fa,TA,No,Unf,0,Unf,716,716,GasA,Ex,Y,FuseA,1007,1007,2014,2014,0,2,2,5,1,TA,8,8,Typ,0,No Fireplace,Detchd,1900,Unf,2,TA,TA,Y,0,72,239,0,No Pool,No Fence,None,0,6,2006,WD,Normal,106,1,3354,2730
2774,50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1948,1950,Gable,CompShg,MetalSd,MetalSd,Stone,264,TA,TA,CBlock,TA,TA,No,Rec,276,Unf,936,1212,GasA,Gd,Y,FuseA,1226,442,1668,1944,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Detchd,1948,Unf,1,TA,TA,Y,0,0,140,0,No Pool,No Fence,None,0,5,2006,WD,Normal,58,56,3384,2880
2775,50,RM,60,5520,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,1920,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,Fa,No,LwQ,284,Unf,863,1147,GasA,TA,N,SBrkr,1147,510,1657,1941,0,1,1,4,1,Fa,6,9,Typ,1,TA,Detchd,1920,Unf,1,Fa,Fa,N,0,0,0,0,No Pool,No Fence,None,0,7,2006,WD,Normal,86,26,2966,2804
2776,50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Rec,381,Unf,399,780,GasA,Ex,Y,SBrkr,940,476,1416,1797,0,1,1.5,3,1,Gd,6,7,Typ,0,No Fireplace,Detchd,1956,Unf,2,TA,TA,Y,0,24,24,0,No Pool,No Fence,None,0,6,2006,WD,Normal,106,2,2596,2196
2777,70,RM,58,6451,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,None,0,TA,TA,Stone,TA,TA,No,Rec,208,Unf,504,712,GasA,Gd,Y,SBrkr,848,580,1428,1636,1,1,2,4,1,TA,7,7,Typ,0,No Fireplace,Detchd,1985,Fin,2,TA,TA,Y,264,0,84,0,No Pool,No Fence,None,0,5,2006,WD,Normal,106,36,2716,2140
2778,70,RM,66,3960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,502,502,GasA,TA,N,SBrkr,502,502,1004,1004,0,1,1,2,1,Gd,4,5,Typ,1,Po,Detchd,1930,Unf,1,Fa,TA,N,280,0,68,0,No Pool,MnPrv,None,0,7,2006,WD,Normal,76,56,1706,1506
2779,190,RM,56,7745,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2FmCon,1.5Fin,4,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,938,938,GasA,Gd,N,SBrkr,1084,867,1951,1951,0,2,2,4,2,Fa,8,9,Typ,0,No Fireplace,Detchd,1993,Unf,2,TA,TA,P,0,6,34,0,No Pool,No Fence,None,0,4,2006,WD,Normal,106,56,3465,2889
2780,30,RM,56,7741,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,BLQ,143,Rec,817,1032,GasA,Gd,N,FuseA,1032,0,1032,1247,0,1,1,2,1,TA,4,5,Typ,0,No Fireplace,Detchd,1995,Unf,1,TA,TA,Y,0,0,112,0,No Pool,MnPrv,None,0,6,2006,COD,Abnorml,82,56,2344,2064
2781,30,RM,50,5633,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1925,1950,Gable,CompShg,MetalSd,Stucco,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,844,844,GasA,TA,Y,SBrkr,844,0,844,844,0,1,1,2,1,TA,4,5,Typ,0,No Fireplace,Detchd,1925,Unf,1,TA,TA,N,50,81,204,0,No Pool,No Fence,None,0,7,2006,WD,Normal,81,56,1904,1688
2782,20,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,576,576,GasA,Ex,Y,SBrkr,864,0,864,864,0,1,1,2,1,TA,4,5,Typ,0,No Fireplace,Detchd,1952,RFn,1,TA,TA,Y,0,0,115,0,No Pool,No Fence,None,0,8,2006,COD,Normal,56,56,1968,1440
2783,70,RM,42,7614,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,3,1905,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,738,738,GasA,Gd,Y,FuseA,714,662,1376,1376,0,1,1,2,1,TA,4,7,Typ,0,No Fireplace,Detchd,1930,Unf,1,TA,TA,N,0,0,329,0,No Pool,No Fence,None,0,3,2006,WD,Normal,101,56,2330,2114
2784,190,RM,50,6000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2FmCon,1Story,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,GLQ,576,Unf,384,960,GasA,TA,Y,FuseA,960,0,960,1536,1,1,2,3,1,TA,6,5,Typ,0,No Fireplace,Detchd,1976,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,6,2006,WD,Normal,51,51,2496,1920
2785,50,RM,50,6000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,145,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,816,816,GasA,Ex,Y,SBrkr,816,750,1566,1566,0,1.5,1.5,5,1,Gd,8,7,Typ,0,No Fireplace,Detchd,1976,Unf,2,TA,TA,Y,24,0,296,0,No Pool,MnPrv,None,0,8,2006,WD,Normal,82,56,2977,2382
2786,30,RM,52,7830,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1921,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,Fa,TA,No,LwQ,416,Unf,76,492,GasA,TA,Y,SBrkr,492,0,492,908,1,1,2,1,1,TA,4,3,Typ,0,No Fireplace,Detchd,1921,Unf,1,Fa,TA,N,0,0,78,0,No Pool,No Fence,None,0,6,2006,WD,Normal,85,56,1184,984
2787,50,RM,56,9576,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Fa,TA,No,Rec,310,Unf,460,770,GasA,TA,Y,SBrkr,885,297,1182,1492,0,1.5,1.5,3,1,TA,6,5,Typ,0,No Fireplace,Detchd,1945,Unf,1,Fa,TA,Y,0,0,0,0,No Pool,GdWo,None,0,5,2006,WD,Normal,61,56,2330,1952
2788,30,RM,48,5747,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,798,798,GasA,Gd,Y,SBrkr,840,0,840,840,0,1,1,2,1,Fa,4,5,Typ,0,No Fireplace,Detchd,1938,Unf,1,TA,Fa,N,112,0,0,0,No Pool,No Fence,None,0,6,2006,WD,Normal,86,56,1888,1638
2789,75,RM,70,6300,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,1910,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1226,1226,GasA,Ex,Y,SBrkr,1226,878,2104,2104,0,2,2,5,1,TA,8,9,Typ,0,No Fireplace,Detchd,1910,Unf,2,Fa,TA,P,0,341,429,0,No Pool,No Fence,None,0,7,2006,WD,Normal,96,1,3762,3330
2790,90,RM,33,5976,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplx,2Story,5,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,624,624,GasA,Gd,N,FuseA,624,624,1248,1248,0,2,2,2,2,TA,6,8,Typ,0,No Fireplace,No Garage,1950,No Garage,0,No Garage,No Garage,N,0,130,386,0,No Pool,No Fence,None,0,12,2006,WD,Normal,86,56,1872,1872
2791,20,RM,65,9750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,960,960,GasA,Ex,Y,SBrkr,960,0,960,960,0,1,1,3,1,TA,5,5,Typ,0,No Fireplace,Detchd,2002,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,Gar2,4500,7,2006,WD,Normal,48,48,2544,1920
2792,50,C,63,4761,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,1020,1020,GasA,Fa,N,FuseP,1020,0,1020,1020,0,1,1,2,1,Fa,4,5,Typ,0,No Fireplace,No Garage,1950,No Garage,0,No Garage,No Garage,N,0,0,105,0,No Pool,No Fence,None,0,10,2006,ConLD,Normal,88,56,2040,2040
2793,70,RL,69,11737,Pave,No Alley Access,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,1924,1996,Gambrel,CompShg,BrkComm,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,848,848,GasW,TA,N,SBrkr,1017,810,1827,1827,0,1,1,2,1,TA,4,9,Typ,1,Gd,Detchd,1943,Unf,1,Fa,TA,Y,27,36,78,0,No Pool,GdPrv,None,0,5,2006,WD,Normal,82,10,2915,2675
2794,50,RM,51,6120,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3,1930,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Gd,TA,CBlock,TA,TA,No,Rec,347,Unf,381,728,GasA,Ex,Y,SBrkr,728,434,1162,1509,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Detchd,1930,Unf,1,Fa,Po,Y,0,24,24,0,No Pool,No Fence,None,0,11,2006,ConLI,Abnorml,76,56,2148,1890
2795,50,RM,51,6120,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,741,741,GasA,Gd,Y,SBrkr,741,583,1324,1324,0,1,1,3,1,Gd,5,7,Typ,0,No Fireplace,Detchd,1930,Unf,1,Fa,TA,Y,0,0,55,0,No Pool,No Fence,None,0,2,2006,WD,Normal,76,22,2245,2065
2796,30,RL,50,11672,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,816,816,GasA,TA,Y,FuseA,816,0,816,816,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Detchd,1925,Unf,1,Fa,Fa,N,168,0,112,0,No Pool,No Fence,None,0,7,2006,WD,Normal,81,56,1842,1632
2797,50,RM,90,33120,Pave,No Alley Access,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1595,1595,GasA,TA,Y,SBrkr,1611,875,2486,2486,0,2,2,5,1,TA,8,8,Typ,1,Gd,Detchd,1962,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,10,2006,WD,Normal,44,44,4657,4081
2798,50,RM,60,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,596,596,GasA,Po,Y,FuseF,834,596,1430,1430,0,2,2,3,1,Fa,6,7,Typ,0,No Fireplace,Detchd,1924,Unf,2,Fa,Fa,Y,218,0,210,0,No Pool,No Fence,None,0,10,2006,WD,Abnorml,82,56,2396,2026
2799,70,RM,60,7518,Pave,No Alley Access,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0,Fa,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,396,396,GasA,Gd,Y,SBrkr,665,665,1330,1330,0,1,1,3,1,TA,5,7,Typ,0,No Fireplace,Detchd,2001,Unf,1,TA,TA,N,0,72,117,0,No Pool,MnPrv,None,0,7,2006,WD,Normal,96,2,2116,1726
2800,30,RM,50,9000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,610,610,GasA,Ex,N,FuseA,819,0,819,819,0,1,1,2,1,Gd,4,4,Typ,0,No Fireplace,No Garage,1950,No Garage,0,No Garage,No Garage,N,0,0,0,0,No Pool,No Fence,None,0,9,2006,WD,Abnorml,87,56,1429,1429
