Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF,SalePrice
1036,20,RL,0,11500,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,Ex,N,SBrkr,845,0,845,845,0,1,1,3,1,TA,5,5,Typ,0,No Fireplace,Detchd,1957,Unf,1,TA,TA,N,186,0,0,0,No Pool,No Fence,None,0,1,2009,WD,Normal,52,52,1135,845,84000
1037,20,RL,89,12898,Pave,No Alley Access,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,598,1620,GasA,Ex,Y,SBrkr,1620,0,1620,2642,1,2,3,2,1,Ex,6,6,Typ,1,Ex,Attchd,2008,Fin,3,TA,TA,Y,228,0,0,0,No Pool,No Fence,None,0,9,2009,WD,Normal,2,1,4222,3240,315500
1038,60,RL,0,9240,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1055,1055,GasA,Ex,Y,SBrkr,1055,1208,2263,2263,0,2.5,2.5,3,1,Gd,7,7,Typ,1,TA,BuiltIn,2001,Fin,2,TA,TA,Y,0,45,234,0,No Pool,No Fence,None,0,9,2008,WD,Normal,7,6,4619,3318,287000
1039,160,RM,21,1533,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsI,2Story,4,1970,2008,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,546,546,GasA,TA,Y,SBrkr,798,546,1344,1344,0,1.5,1.5,3,1,TA,6,6,Typ,1,TA,No Garage,2022,No Garage,0,No Garage,No Garage,Y,0,0,0,0,No Pool,No Fence,None,0,5,2009,WD,Normal,39,1,1890,1890,97000
1040,180,RM,21,1477,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,1970,1970,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,509,Unf,121,630,GasA,TA,Y,SBrkr,630,0,630,1139,1,1,2,1,1,TA,4,3,Typ,0,No Fireplace,Attchd,1970,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,4,2009,WD,Normal,39,39,1546,1260,80000
1041,20,RL,88,13125,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67,TA,TA,CBlock,TA,TA,No,Rec,168,BLQ,284,1134,GasA,Ex,Y,SBrkr,1803,0,1803,2653,1,2,3,3,1,TA,7,8,Maj1,1,TA,Attchd,1957,RFn,2,TA,TA,Y,0,0,0,0,No Pool,GdPrv,None,0,1,2006,WD,Normal,49,6,3488,2937,155000
1042,60,RL,0,9130,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252,TA,TA,CBlock,TA,TA,No,GLQ,400,Rec,336,800,GasA,Gd,Y,SBrkr,800,832,1632,2096,0,1.5,2,4,1,Gd,8,7,Typ,0,No Fireplace,Attchd,1966,Unf,2,TA,TA,Y,0,40,40,0,No Pool,No Fence,None,0,7,2008,WD,Normal,42,8,3168,2432,173000
1043,120,RL,34,5381,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsI,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,406,1306,GasA,Ex,Y,SBrkr,1306,0,1306,2206,1,2,3,1,1,Gd,5,5,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,170,63,63,0,No Pool,No Fence,None,0,8,2009,WD,Normal,4,4,3371,2612,196000
1044,60,RL,86,11839,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,TA,TA,PConc,Gd,TA,No,GLQ,1085,Unf,390,1475,GasA,Ex,Y,SBrkr,1532,797,2329,3414,1,2.5,3.5,4,1,Gd,9,10,Typ,1,Ex,Attchd,1990,Unf,2,TA,TA,Y,192,121,121,0,No Pool,No Fence,None,0,5,2008,WD,Normal,18,18,4417,3804,262280
1045,20,RL,80,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,ALQ,1104,Unf,1420,2524,GasA,TA,Y,SBrkr,2524,0,2524,3628,1,2.5,3.5,4,1,Gd,9,9,Typ,1,Gd,Attchd,1981,Fin,2,TA,TA,Y,474,120,120,0,No Pool,MnPrv,None,0,7,2009,WD,Normal,28,28,5590,5048,278000
1046,20,RL,0,13680,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,Ex,Y,FuseA,1733,0,1733,1733,0,2,2,4,1,TA,7,8,Min2,1,Gd,Attchd,1955,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,6,2009,WD,Normal,54,54,2185,1733,139600
1047,60,RL,85,16056,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,2005,2006,Hip,CompShg,CemntBd,CemntBd,Stone,208,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,1752,1992,GasA,Ex,Y,SBrkr,1992,876,2868,3108,0,3.5,3.5,4,1,Ex,9,11,Typ,1,Gd,BuiltIn,2005,Fin,3,TA,TA,Y,214,108,108,0,No Pool,No Fence,None,0,7,2006,New,Partial,1,0,5784,4860,556581
1048,20,RL,57,9245,Pave,No Alley Access,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,686,Unf,304,990,GasA,Ex,Y,SBrkr,990,0,990,1676,0,1,1.5,3,1,TA,6,5,Typ,0,No Fireplace,Detchd,1996,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,2,2008,WD,Normal,14,13,2652,1980,145000
1049,20,RL,100,21750,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75,TA,Fa,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,TA,Y,SBrkr,1771,0,1771,1771,0,1,1,3,1,TA,5,9,Min1,1,TA,Attchd,1960,Unf,2,TA,TA,Y,0,0,0,0,No Pool,GdPrv,None,0,11,2009,WD,Normal,49,3,2182,1771,115000
1050,20,RL,60,11100,Pave,No Alley Access,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1946,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,Ex,Y,SBrkr,930,0,930,930,0,1,1,2,1,Gd,4,6,Typ,0,No Fireplace,Detchd,1946,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,4,2010,WD,Abnorml,64,4,1238,930,84900
1051,20,RL,73,8993,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1302,1302,GasA,Ex,Y,SBrkr,1302,0,1302,1302,0,2,2,3,1,Gd,6,6,Typ,0,No Fireplace,Attchd,2007,Fin,2,TA,TA,Y,0,22,22,0,No Pool,No Fence,None,0,8,2007,New,Partial,0,0,3040,2604,176485
1052,20,RL,103,11175,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1316,1316,GasA,Ex,Y,SBrkr,1316,0,1316,1316,0,2,2,3,1,Gd,6,6,Typ,1,Gd,Attchd,2007,Fin,2,TA,TA,Y,0,20,20,0,No Pool,No Fence,None,0,10,2007,New,Partial,0,0,3072,2632,200141
1053,60,RL,100,9500,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Norm,1Fam,2Story,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,374,816,GasA,TA,Y,SBrkr,1127,850,1977,2419,0,1.5,2,4,1,TA,8,9,Typ,1,TA,Attchd,1964,RFn,2,TA,TA,Y,0,52,52,0,No Pool,GdPrv,None,0,6,2007,WD,Normal,43,29,3605,2793,165000
1054,20,RL,68,8562,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145,TA,TA,CBlock,TA,TA,Av,Rec,383,Unf,833,1216,GasA,Ex,Y,FuseA,1526,0,1526,1909,0,1,1,4,1,TA,6,7,Min2,1,Gd,Basment,1957,Unf,1,TA,TA,Y,116,78,78,0,No Pool,No Fence,None,0,5,2010,WD,Normal,53,8,3251,2742,144500
1055,60,RL,90,11367,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,Gd,TA,Mn,GLQ,932,Unf,133,1065,GasA,Ex,Y,SBrkr,1091,898,1989,2921,1,2.5,3.5,3,1,Gd,8,7,Typ,1,Gd,Attchd,2002,Fin,2,TA,TA,Y,199,60,60,0,No Pool,No Fence,None,0,11,2006,WD,Normal,4,4,3850,3054,255000
1056,20,RL,104,11361,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,549,1193,GasA,TA,Y,SBrkr,1523,0,1523,2167,0,2,2.5,3,1,TA,7,7,Typ,1,TA,Attchd,1976,Fin,2,TA,TA,Y,0,0,189,0,No Pool,MnPrv,None,0,5,2008,COD,Abnorml,32,32,3354,2716,180000
1057,120,RL,43,7052,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,705,1364,GasA,Ex,Y,SBrkr,1364,0,1364,2023,1,2,3,2,1,Gd,6,6,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,192,36,36,0,No Pool,No Fence,None,0,6,2006,WD,Normal,1,1,3452,2728,185850
1058,60,RL,0,29959,Pave,No Alley Access,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,378,973,GasA,Ex,Y,SBrkr,979,871,1850,2445,0,2.5,2.5,3,1,Gd,7,7,Typ,1,Gd,BuiltIn,1994,Fin,2,TA,TA,Y,168,98,98,0,No Pool,No Fence,None,0,1,2009,WD,Normal,15,15,3290,2823,248000
1059,60,RL,96,11308,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,168,1104,GasA,Ex,Y,SBrkr,1130,1054,2184,3120,1,2.5,3.5,3,1,Ex,8,10,Typ,1,Gd,Attchd,2008,Fin,3,TA,TA,Y,0,102,102,0,No Pool,No Fence,None,0,7,2009,WD,Normal,1,1,4278,3288,335000
1060,50,RL,0,11275,Pave,No Alley Access,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,0,854,GasA,TA,Y,SBrkr,1096,895,1991,2845,0,1.5,1.5,3,1,TA,6,7,Typ,1,Gd,Detchd,1977,Unf,2,TA,Fa,Y,0,0,19,0,No Pool,No Fence,None,0,3,2007,WD,Normal,75,57,3757,2845,220000
1061,120,RL,41,4920,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,2001,2001,Gable,CompShg,CemntBd,CemntBd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,722,1338,GasA,Ex,Y,SBrkr,1338,0,1338,1954,1,2,3,2,1,Gd,6,6,Typ,0,No Fireplace,Attchd,2001,Fin,2,TA,TA,Y,0,0,170,0,No Pool,No Fence,None,0,4,2010,WD,Normal,9,9,3258,2676,213500
1062,30,C,120,18000,Grvl,No Alley Access,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,894,894,GasA,TA,Y,SBrkr,894,0,894,894,0,1,1,2,1,TA,4,6,Typ,0,No Fireplace,Detchd,1994,RFn,3,TA,TA,Y,0,20,20,0,No Pool,No Fence,Shed,560,8,2008,ConLD,Normal,73,58,3036,1788,81000
1063,190,RM,85,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2FmCon,2Story,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,662,662,GasA,TA,N,SBrkr,1422,915,2337,2337,0,2,2,5,2,TA,9,10,Min2,0,No Fireplace,Detchd,1945,Unf,2,TA,TA,Y,0,57,57,0,No Pool,No Fence,None,0,9,2007,WD,Normal,107,57,3559,2999,90000
1064,30,RM,50,6000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,706,1103,GasA,Gd,Y,SBrkr,1103,0,1103,1500,0,1,1,2,1,Gd,4,5,Typ,1,Gd,Detchd,1976,Unf,2,TA,TA,Y,166,120,120,0,No Pool,MnPrv,None,0,7,2006,WD,Normal,81,26,2646,2206,110500
1065,20,RL,0,11000,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Names,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,184,1154,GasA,Ex,Y,SBrkr,1154,0,1154,2124,0,1.5,1.5,3,1,TA,6,6,Typ,1,Po,Attchd,1966,RFn,2,TA,TA,Y,0,58,58,0,No Pool,MnPrv,None,0,11,2009,WD,Normal,43,43,2988,2308,154000
1066,60,RL,80,14000,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,105,1306,GasA,Ex,Y,SBrkr,1306,954,2260,3461,1,2.5,3.5,3,1,Gd,8,7,Typ,0,No Fireplace,Attchd,1996,RFn,2,TA,TA,Y,296,44,44,0,No Pool,No Fence,None,0,4,2010,WD,Normal,14,13,4099,3566,328000
1067,60,RL,59,7837,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,799,799,GasA,Gd,Y,SBrkr,799,772,1571,1571,0,2.5,2.5,3,1,TA,7,7,Typ,1,TA,Attchd,1993,RFn,2,TA,TA,Y,0,40,40,0,No Pool,No Fence,None,0,5,2009,WD,Normal,16,15,2750,2370,178000
1068,60,RL,80,9760,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Mod,Names,Norm,Norm,1Fam,2Story,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,0,780,GasA,TA,Y,SBrkr,798,813,1611,2391,1,1.5,2.5,4,1,TA,8,7,Typ,0,No Fireplace,Attchd,1964,RFn,2,TA,TA,Y,328,128,317,0,No Pool,No Fence,None,0,6,2008,WD,Normal,44,44,3193,2391,167900
1069,160,RM,42,3964,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,1973,1973,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,105,942,GasA,Gd,Y,SBrkr,1291,1230,2521,3358,1,2.5,3.5,5,1,TA,10,10,Maj1,1,Gd,Attchd,1973,Fin,2,TA,TA,Y,728,20,20,0,No Pool,GdPrv,None,0,6,2006,WD,Normal,33,33,4039,3463,151400
1070,45,RL,60,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Unf,5,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,625,845,GasA,TA,Y,SBrkr,893,0,893,1113,0,1,1.5,2,1,Gd,5,4,Typ,0,No Fireplace,Detchd,1985,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,5,2007,WD,Normal,58,4,2314,1738,135000
1071,20,RL,72,10152,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,462,1048,GasA,TA,Y,SBrkr,1048,0,1048,1634,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Attchd,1956,Unf,1,TA,TA,Y,0,20,212,0,No Pool,No Fence,None,0,6,2007,WD,Normal,51,51,2502,2096,135000
1072,60,RL,78,11700,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,429,727,GasA,Ex,Y,SBrkr,829,727,1556,1854,0,1.5,1.5,4,1,TA,7,8,Typ,0,No Fireplace,Attchd,1968,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,5,2009,WD,Normal,41,41,2724,2283,154000
1073,50,RL,50,7585,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0,Unf,810,810,GasA,Fa,Y,FuseA,1002,454,1456,1456,1,1,2.5,4,1,TA,8,7,Typ,1,TA,Detchd,1954,Unf,1,TA,TA,P,0,0,0,0,No Pool,No Fence,None,0,8,2006,WD,Normal,58,56,2546,2266,91500
1074,60,RL,75,7950,Pave,No Alley Access,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,155,690,GasA,TA,Y,SBrkr,698,728,1426,1961,0,1.5,1.5,3,1,TA,6,6,Typ,0,No Fireplace,Attchd,1977,Fin,2,TA,TA,Y,252,0,0,0,No Pool,MnPrv,None,0,7,2009,WD,Normal,32,32,2696,2116,159500
1075,20,RL,74,8556,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1240,1240,GasA,Ex,Y,SBrkr,1240,0,1240,1240,0,2,2,2,1,Gd,5,5,Typ,0,No Fireplace,Attchd,2006,RFn,3,TA,TA,Y,140,93,93,0,No Pool,No Fence,None,0,5,2007,WD,Normal,1,1,3306,2480,194000
1076,70,RL,75,13125,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,410,Unf,390,800,GasA,TA,Y,SBrkr,960,780,1740,2150,0,1.5,1.5,3,1,TA,6,6,Typ,2,Gd,Attchd,1940,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2007,CWD,Normal,67,23,2780,2540,219500
1077,50,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,TA,No,ALQ,626,Unf,170,796,GasA,Gd,Y,SBrkr,1096,370,1466,2092,0,2,2.5,3,1,Gd,7,7,Min1,1,TA,Attchd,1950,Unf,2,TA,TA,Y,436,21,21,0,No Pool,No Fence,Shed,500,4,2006,WD,Normal,70,17,2828,2262,170000
1078,20,RL,0,15870,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0,TA,TA,CBlock,TA,TA,Mn,BLQ,75,Rec,230,1096,GasA,Ex,Y,SBrkr,1096,0,1096,1962,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Attchd,1969,Fin,1,TA,TA,Y,240,32,32,0,No Pool,No Fence,None,0,3,2006,WD,Abnorml,37,37,2491,2192,138800
1079,120,RM,37,4435,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,186,848,GasA,Ex,Y,SBrkr,848,0,848,1510,1,1,2,1,1,Gd,4,3,Typ,1,Gd,Attchd,2004,RFn,2,TA,TA,Y,140,0,0,0,No Pool,No Fence,None,0,5,2006,WD,Normal,2,2,2285,1696,155900
1080,20,RL,65,8775,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,495,990,GasA,Gd,Y,SBrkr,990,0,990,1485,0,1,1,3,1,TA,5,5,Typ,0,No Fireplace,Attchd,1996,Unf,1,TA,TA,Y,0,64,64,0,No Pool,No Fence,None,0,4,2007,WD,Normal,13,13,2279,1980,126000
1081,20,RL,80,11040,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144,Gd,Gd,CBlock,TA,TA,No,ALQ,656,Unf,602,1258,GasA,Ex,Y,SBrkr,1258,0,1258,1914,0,2,2.5,3,1,Gd,7,5,Typ,0,No Fireplace,Attchd,1971,RFn,2,TA,TA,Y,55,0,216,0,No Pool,No Fence,None,0,10,2008,COD,Abnorml,37,4,3188,2516,145000
1082,20,RL,75,7500,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,824,Unf,216,1040,GasA,Fa,Y,SBrkr,1040,0,1040,1864,1,1.5,2.5,3,1,TA,7,5,Typ,0,No Fireplace,Attchd,1963,Fin,1,TA,TA,Y,0,0,220,0,No Pool,MnPrv,None,0,6,2010,WD,Normal,47,47,2388,2080,133000
1083,20,RL,70,8749,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1459,1459,GasA,Ex,Y,SBrkr,1459,0,1459,1459,0,2,2,3,1,Gd,6,6,Typ,1,Gd,Attchd,2002,RFn,2,TA,TA,Y,192,39,39,0,No Pool,No Fence,None,0,9,2007,WD,Normal,5,5,3545,2918,192000
1084,20,RL,80,8800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,698,1251,GasA,TA,Y,SBrkr,1251,0,1251,1804,1,1,2,3,1,TA,6,6,Typ,2,Gd,Attchd,1964,RFn,1,TA,TA,Y,0,116,116,0,No Pool,MnPrv,Shed,700,3,2006,WD,Normal,42,42,3388,2502,160000
